ticker,company,keywords
CWEN,"Clearway Energy, Inc.","['CWEN', 'Clearway Energy']"
CWH,"Camping World Holdings, Inc.","['CWH', 'Camping World Holdings']"
CWK,Cushman & Wakefield plc,"['CWK', 'Cushman & Wakefield']"
CWT,California Water Service Group,"['CWT', 'California Water']"
CX,"CEMEX, S.A.B. de C.V.","['CX', 'CEMEX SAB de CV']"
CXM,"Sprinklr, Inc.","['CXM', 'Sprinklr']"
CXT,"Crane NXT, Co.","['CXT', 'Crane NXT']"
CXW,"CoreCivic, Inc.","['CXW', 'CoreCivic']"
CYD,China Yuchai International Limited,"['CYD', 'China Yuchai']"
CYH,"Community Health Systems, Inc.","['CYH', 'Community Health Systems']"
D,"Dominion Energy, Inc.","['D', 'Dominion Energy']"
DAC,Danaos Corporation,"['DAC', 'Danaos']"
DAL,"Delta Air Lines, Inc.","['DAL', 'Delta Air Lines']"
DAN,Dana Incorporated,"['DAN', 'Dana']"
DAO,"Youdao, Inc.","['DAO', 'Youdao']"
DAR,Darling Ingredients Inc.,"['DAR', 'Darling Ingredients']"
DAVA,Endava plc,"['DAVA', 'Endava']"
DB,Deutsche Bank Aktiengesellschaft,"['DB', 'Deutsche Aktiengesellschaft']"
DBI,Designer Brands Inc.,"['DBI', 'Designer Brands']"
DBRG,"DigitalBridge Group, Inc.","['DBRG', 'DigitalBridge']"
DCI,"Donaldson Company, Inc.","['DCI', 'Donaldson']"
DCO,Ducommun Incorporated,"['DCO', 'Ducommun']"
DD,"DuPont de Nemours, Inc.","['DD', 'DuPont de Nemours']"
DDD,3D Systems Corporation,"['DDD', '3D Systems']"
DDL,Dingdong (Cayman) Limited,"['DDL', 'Dingdong (Cayman)']"
DDS,"Dillard's, Inc.","['DDS', ""Dillard's""]"
DE,Deere & Company,"['DE', 'Deere &']"
DEA,"Easterly Government Properties, Inc.","['DEA', 'Easterly Government Properties']"
DECK,Deckers Outdoor Corporation,"['DECK', 'Deckers Outdoor']"
DEI,"Douglas Emmett, Inc.","['DEI', 'Douglas Emmett']"
DELL,Dell Technologies Inc.,"['DELL', 'Dell Technologies']"
DEO,Diageo plc,"['DEO', 'Diageo']"
DFH,"Dream Finders Homes, Inc.","['DFH', 'Dream Finders Homes']"
DFIN,"Donnelley Financial Solutions, Inc.","['DFIN', 'Donnelley Financial Solutions']"
DFS,Discover Financial Services,"['DFS', 'Discover Financial']"
DG,Dollar General Corporation,"['DG', 'Dollar General']"
DGX,Quest Diagnostics Incorporated,"['DGX', 'Quest Diagnostics']"
DHI,"D.R. Horton, Inc.","['DHI', 'DR Horton']"
DHR,Danaher Corporation,"['DHR', 'Danaher']"
DHT,"DHT Holdings, Inc.","['DHT', 'DHT Holdings']"
DIN,"Dine Brands Global, Inc.","['DIN', 'Dine Brands Global']"
DINO,HF Sinclair Corporation,"['DINO', 'HF Sinclair']"
DIS,The Walt Disney Company,"['DIS', 'Walt Disney']"
DK,"Delek US Holdings, Inc.","['DK', 'Delek US Holdings']"
DKS,"DICK'S Sporting Goods, Inc.","['DKS', ""DICK'S Sporting Goods""]"
DLB,"Dolby Laboratories, Inc.","['DLB', 'Dolby Laboratories']"
DLR,"Digital Realty Trust, Inc.","['DLR', 'Digital Realty Trust']"
DLX,Deluxe Corporation,"['DLX', 'Deluxe']"
DNA,"Ginkgo Bioworks Holdings, Inc.","['DNA', 'Ginkgo Bioworks Holdings']"
DNB,"Dun & Bradstreet Holdings, Inc.","['DNB', 'Dun & Bradstreet Holdings']"
DNMR,"Danimer Scientific, Inc.","['DNMR', 'Danimer Scientific']"
DNOW,NOW Inc.,"['DNOW', 'NOW']"
DOC,Physicians Realty Trust,"['DOC', 'Physicians Realty Trust']"
DOCN,"DigitalOcean Holdings, Inc.","['DOCN', 'DigitalOcean Holdings']"
DOCS,"Doximity, Inc.","['DOCS', 'Doximity']"
DOLE,Dole plc,"['DOLE', 'Dole']"
DOOR,Masonite International Corporation,"['DOOR', 'Masonite']"
DOUG,Douglas Elliman Inc.,"['DOUG', 'Douglas Elliman']"
DOV,Dover Corporation,"['DOV', 'Dover']"
DOW,Dow Inc.,"['DOW', 'Dow']"
DPZ,"Domino's Pizza, Inc.","['DPZ', ""Domino's Pizza""]"
DQ,Daqo New Energy Corp.,"['DQ', 'Daqo New Energy']"
DRD,DRDGOLD Limited,"['DRD', 'DRDGOLD']"
DRH,DiamondRock Hospitality Company,"['DRH', 'DiamondRock Hospitality']"
DRI,"Darden Restaurants, Inc.","['DRI', 'Darden Restaurants']"
DRQ,"Dril-Quip, Inc.","['DRQ', 'Dril-Quip']"
DT,"Dynatrace, Inc.","['DT', 'Dynatrace']"
DTC,"Solo Brands, Inc.","['DTC', 'Solo Brands']"
DTE,DTE Energy Company,"['DTE', 'DTE Energy']"
DTM,"DT Midstream, Inc.","['DTM', 'DT Midstream']"
DUK,Duke Energy Corporation,"['DUK', 'Duke Energy']"
DV,"DoubleVerify Holdings, Inc.","['DV', 'DoubleVerify Holdings']"
DVA,DaVita Inc.,"['DVA', 'DaVita']"
DVN,Devon Energy Corporation,"['DVN', 'Devon Energy']"
DX,"Dynex Capital, Inc.","['DX', 'Dynex Capital']"
DXC,DXC Technology Company,"['DXC', 'DXC Technology']"
DY,"Dycom Industries, Inc.","['DY', 'Dycom Industries']"
E,Eni S.p.A.,"['E', 'Eni SpA']"
EAF,GrafTech International Ltd.,"['EAF', 'GrafTech']"
EAT,"Brinker International, Inc.","['EAT', 'Brinker']"
EB,"Eventbrite, Inc.","['EB', 'Eventbrite']"
EBF,"Ennis, Inc.","['EBF', 'Ennis']"
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,"['EBR', 'Centrais Elétricas Brasileiras - Eletrobrás']"
EBS,Emergent BioSolutions Inc.,"['EBS', 'Emergent BioSolutions']"
EC,Ecopetrol S.A.,"['EC', 'Ecopetrol']"
ECL,Ecolab Inc.,"['ECL', 'Ecolab']"
ECVT,Ecovyst Inc.,"['ECVT', 'Ecovyst']"
ED,"Consolidated Edison, Inc.","['ED', 'Consolidated Edison']"
EDR,"Endeavor Group Holdings, Inc.","['EDR', 'Endeavor Holdings']"
EDU,New Oriental Education & Technology Group Inc.,"['EDU', 'New Oriental Education & Technology']"
EFC,Ellington Financial Inc.,"['EFC', 'Ellington Financial']"
EFX,Equifax Inc.,"['EFX', 'Equifax']"
EG,"Everest Group, Ltd.","['EG', 'Everest']"
EGLE,Eagle Bulk Shipping Inc.,"['EGLE', 'Eagle Bulk Shipping']"
EGO,Eldorado Gold Corporation,"['EGO', 'Eldorado Gold']"
EGP,"EastGroup Properties, Inc.","['EGP', 'EastGroup Properties']"
EHC,Encompass Health Corporation,"['EHC', 'Encompass Health']"
EIG,"Employers Holdings, Inc.","['EIG', 'Employers Holdings']"
EIX,Edison International,"['EIX', 'Edison']"
EL,The Estée Lauder Companies Inc.,"['EL', 'Estée Lauder Companies']"
ELAN,Elanco Animal Health Incorporated,"['ELAN', 'Elanco Animal Health']"
ELF,"e.l.f. Beauty, Inc.","['ELF', 'elf Beauty']"
ELME,Elme Communities,"['ELME', 'Elme Communities']"
ELS,"Equity LifeStyle Properties, Inc.","['ELS', 'Equity LifeStyle Properties']"
ELV,"Elevance Health, Inc.","['ELV', 'Elevance Health']"
EME,"EMCOR Group, Inc.","['EME', 'EMCOR']"
EMN,Eastman Chemical Company,"['EMN', 'Eastman Chemical']"
EMR,Emerson Electric Co.,"['EMR', 'Emerson Electric']"
ENB,Enbridge Inc.,"['ENB', 'Enbridge']"
ENFN,"Enfusion, Inc.","['ENFN', 'Enfusion']"
ENLC,"EnLink Midstream, LLC","['ENLC', 'EnLink Midstream']"
ENOV,Enovis Corporation,"['ENOV', 'Enovis']"
ENR,"Energizer Holdings, Inc.","['ENR', 'Energizer Holdings']"
ENS,EnerSys,"['ENS', 'EnerSys']"
ENV,"Envestnet, Inc.","['ENV', 'Envestnet']"
ENVA,"Enova International, Inc.","['ENVA', 'Enova']"
EOG,"EOG Resources, Inc.","['EOG', 'EOG Resources']"
EPAC,Enerpac Tool Group Corp.,"['EPAC', 'Enerpac Tool']"
EPAM,"EPAM Systems, Inc.","['EPAM', 'EPAM Systems']"
EPC,Edgewell Personal Care Company,"['EPC', 'Edgewell Personal Care']"
EPD,Enterprise Products Partners L.P.,"['EPD', 'Enterprise Products Partners']"
EPR,EPR Properties,"['EPR', 'EPR Properties']"
EPRT,"Essential Properties Realty Trust, Inc.","['EPRT', 'Essential Properties Realty Trust']"
EQBK,"Equity Bancshares, Inc.","['EQBK', 'Equity Bancshares']"
EQC,Equity Commonwealth,"['EQC', 'Equity Commonwealth']"
EQH,"Equitable Holdings, Inc.","['EQH', 'Equitable Holdings']"
EQNR,Equinor ASA,"['EQNR', 'Equinor ASA']"
EQR,Equity Residential,"['EQR', 'Equity Residential']"
EQT,EQT Corporation,"['EQT', 'EQT']"
ERJ,Embraer S.A.,"['ERJ', 'Embraer']"
ERO,Ero Copper Corp.,"['ERO', 'Ero Copper']"
ES,Eversource Energy,"['ES', 'Eversource Energy']"
ESE,ESCO Technologies Inc.,"['ESE', 'ESCO Technologies']"
ESI,Element Solutions Inc,"['ESI', 'Element Solutions']"
ESMT,"EngageSmart, Inc.","['ESMT', 'EngageSmart']"
ESNT,Essent Group Ltd.,"['ESNT', 'Essent']"
ESRT,"Empire State Realty Trust, Inc.","['ESRT', 'Empire State Realty Trust']"
ESS,"Essex Property Trust, Inc.","['ESS', 'Essex Property Trust']"
ESTC,Elastic N.V.,"['ESTC', 'Elastic NV']"
ET,Energy Transfer LP,"['ET', 'Energy Transfer']"
ETD,Ethan Allen Interiors Inc.,"['ETD', 'Ethan Allen Interiors']"
ETN,Eaton Corporation plc,"['ETN', 'Eaton']"
ETR,Entergy Corporation,"['ETR', 'Entergy']"
ETRN,Equitrans Midstream Corporation,"['ETRN', 'Equitrans Midstream']"
ETWO,"E2open Parent Holdings, Inc.","['ETWO', 'E2open Parent Holdings']"
EVA,Enviva Inc.,"['EVA', 'Enviva']"
EVC,Entravision Communications Corporation,"['EVC', 'Entravision Communications']"
EVH,"Evolent Health, Inc.","['EVH', 'Evolent Health']"
EVR,Evercore Inc.,"['EVR', 'Evercore']"
EVRI,Everi Holdings Inc.,"['EVRI', 'Everi Holdings']"
EVTC,"EVERTEC, Inc.","['EVTC', 'EVERTEC']"
EW,Edwards Lifesciences Corporation,"['EW', 'Edwards Lifesciences']"
EXK,Endeavour Silver Corp.,"['EXK', 'Endeavour Silver']"
EXP,Eagle Materials Inc.,"['EXP', 'Eagle Materials']"
EXPD,"Expeditors International of Washington, Inc.","['EXPD', 'Expeditors of Washington']"
EXR,Extra Space Storage Inc.,"['EXR', 'Extra Space Storage']"
F,Ford Motor Company,"['F', 'Ford Motor']"
FAF,First American Financial Corporation,"['FAF', 'First American Financial']"
FBIN,"Fortune Brands Innovations, Inc.","['FBIN', 'Fortune Brands Innovations']"
FBK,FB Financial Corporation,"['FBK', 'FB Financial']"
FBP,First BanCorp.,"['FBP', 'First BanCorp']"
FBRT,"Franklin BSP Realty Trust, Inc.","['FBRT', 'Franklin BSP Realty Trust']"
FC,Franklin Covey Co.,"['FC', 'Franklin Covey']"
FCF,First Commonwealth Financial Corporation,"['FCF', 'First Commonwealth Financial']"
FCN,"FTI Consulting, Inc.","['FCN', 'FTI Consulting']"
FCPT,"Four Corners Property Trust, Inc.","['FCPT', 'Four Corners Property Trust']"
FCX,Freeport-McMoRan Inc.,"['FCX', 'Freeport-McMoRan']"
FDP,Fresh Del Monte Produce Inc.,"['FDP', 'Fresh Del Monte Produce']"
FDX,FedEx Corporation,"['FDX', 'FedEx']"
FE,FirstEnergy Corp.,"['FE', 'FirstEnergy']"
FERG,Ferguson plc,"['FERG', 'Ferguson']"
FET,"Forum Energy Technologies, Inc.","['FET', 'Forum Energy Technologies']"
FFWM,First Foundation Inc.,"['FFWM', 'First Foundation']"
FG,"F&G Annuities & Life, Inc.","['FG', 'F&G Annuities & Life']"
FHI,"Federated Hermes, Inc.","['FHI', 'Federated Hermes']"
FHN,First Horizon Corporation,"['FHN', 'First Horizon']"
FI,"Fiserv, Inc.","['FI', 'Fiserv']"
FICO,Fair Isaac Corporation,"['FICO', 'Fair Isaac']"
FIGS,"FIGS, Inc.","['FIGS', 'FIGS']"
FINV,FinVolution Group,"['FINV', 'FinVolution']"
FIS,"Fidelity National Information Services, Inc.","['FIS', 'Fidelity National Information']"
FIX,"Comfort Systems USA, Inc.","['FIX', 'Comfort Systems USA']"
FL,"Foot Locker, Inc.","['FL', 'Foot Locker']"
FLNG,FLEX LNG Ltd.,"['FLNG', 'FLEX LNG']"
FLO,"Flowers Foods, Inc.","['FLO', 'Flowers Foods']"
FLR,Fluor Corporation,"['FLR', 'Fluor']"
FLS,Flowserve Corporation,"['FLS', 'Flowserve']"
FLT,"FLEETCOR Technologies, Inc.","['FLT', 'FLEETCOR Technologies']"
FMC,FMC Corporation,"['FMC', 'FMC']"
FMS,Fresenius Medical Care AG,"['FMS', 'Fresenius Medical Care AG']"
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.","['FMX', 'Fomento Económico Mexicano SAB de CV']"
FN,Fabrinet,"['FN', 'Fabrinet']"
FNA,"Paragon 28, Inc.","['FNA', 'Paragon 28']"
FNB,F.N.B. Corporation,"['FNB', 'FNB']"
FND,"Floor & Decor Holdings, Inc.","['FND', 'Floor & Decor Holdings']"
FNF,"Fidelity National Financial, Inc.","['FNF', 'Fidelity National Financial']"
FNV,Franco-Nevada Corporation,"['FNV', 'Franco-Nevada']"
FOA,Finance Of America Companies Inc.,"['FOA', 'Finance Of America Companies']"
FOR,Forestar Group Inc.,"['FOR', 'Forestar']"
FOUR,"Shift4 Payments, Inc.","['FOUR', 'Shift4 Payments']"
FPI,Farmland Partners Inc.,"['FPI', 'Farmland Partners']"
FR,"First Industrial Realty Trust, Inc.","['FR', 'First Industrial Realty Trust']"
FRGE,"Forge Global Holdings, Inc.","['FRGE', 'Forge Global Holdings']"
FRO,Frontline plc,"['FRO', 'Frontline']"
FRT,Federal Realty Investment Trust,"['FRT', 'Federal Realty Investment Trust']"
FSLY,"Fastly, Inc.","['FSLY', 'Fastly']"
FSM,Fortuna Silver Mines Inc.,"['FSM', 'Fortuna Silver Mines']"
FSS,Federal Signal Corporation,"['FSS', 'Federal Signal']"
FTI,TechnipFMC plc,"['FTI', 'TechnipFMC']"
FTS,Fortis Inc.,"['FTS', 'Fortis']"
FTV,Fortive Corporation,"['FTV', 'Fortive']"
FUBO,fuboTV Inc.,"['FUBO', 'fuboTV']"
FUL,H.B. Fuller Company,"['FUL', 'HB Fuller']"
FUN,"Cedar Fair, L.P.","['FUN', 'Cedar Fair']"
FVRR,Fiverr International Ltd.,"['FVRR', 'Fiverr']"
G,Genpact Limited,"['G', 'Genpact']"
GATX,GATX Corporation,"['GATX', 'GATX']"
GBCI,"Glacier Bancorp, Inc.","['GBCI', 'Glacier Bancorp']"
GBTG,"Global Business Travel Group, Inc.","['GBTG', 'Global Business']"
GBX,"The Greenbrier Companies, Inc.","['GBX', 'Greenbrier Companies']"
GCI,"Gannett Co., Inc.","['GCI', 'Gannett']"
GCO,Genesco Inc.,"['GCO', 'Genesco']"
GD,General Dynamics Corporation,"['GD', 'General Dynamics']"
GDDY,GoDaddy Inc.,"['GDDY', 'GoDaddy']"
GDOT,Green Dot Corporation,"['GDOT', 'Green Dot']"
GE,General Electric Company,"['GE', 'General Electric']"
GEF,"Greif, Inc.","['GEF', 'Greif']"
GEL,"Genesis Energy, L.P.","['GEL', 'Genesis Energy']"
GENI,Genius Sports Limited,"['GENI', 'Genius Sports']"
GEO,"The GEO Group, Inc.","['GEO', 'GEO']"
GES,"Guess?, Inc.","['GES', 'Guess?']"
GETY,"Getty Images Holdings, Inc.","['GETY', 'Getty Images Holdings']"
GFF,Griffon Corporation,"['GFF', 'Griffon']"
GFI,Gold Fields Limited,"['GFI', 'Gold Fields']"
GFL,GFL Environmental Inc.,"['GFL', 'GFL Environmental']"
GGB,Gerdau S.A.,"['GGB', 'Gerdau']"
GGG,Graco Inc.,"['GGG', 'Graco']"
GHC,Graham Holdings Company,"['GHC', 'Graham Holdings']"
GHI,Greystone Housing Impact Investors LP,"['GHI', 'Greystone Housing Impact Investors']"
GHLD,Guild Holdings Company,"['GHLD', 'Guild Holdings']"
GIB,CGI Inc.,"['GIB', 'CGI']"
GIC,Global Industrial Company,"['GIC', 'Global Industrial']"
GIL,Gildan Activewear Inc.,"['GIL', 'Gildan Activewear']"
GIS,"General Mills, Inc.","['GIS', 'General Mills']"
GKOS,Glaukos Corporation,"['GKOS', 'Glaukos']"
GL,Globe Life Inc.,"['GL', 'Globe Life']"
GLOB,Globant S.A.,"['GLOB', 'Globant']"
GLP,Global Partners LP,"['GLP', 'Global Partners']"
GLT,Glatfelter Corporation,"['GLT', 'Glatfelter']"
GLW,Corning Incorporated,"['GLW', 'Corning']"
GM,General Motors Company,"['GM', 'General Motors']"
GMED,"Globus Medical, Inc.","['GMED', 'Globus Medical']"
GMRE,Global Medical REIT Inc.,"['GMRE', 'Global Medical REIT']"
GMS,GMS Inc.,"['GMS', 'GMS']"
GNE,Genie Energy Ltd.,"['GNE', 'Genie Energy']"
GNK,Genco Shipping & Trading Limited,"['GNK', 'Genco Shipping & Trading']"
GNL,"Global Net Lease, Inc.","['GNL', 'Global Net Lease']"
GNRC,Generac Holdings Inc.,"['GNRC', 'Generac Holdings']"
GNW,"Genworth Financial, Inc.","['GNW', 'Genworth Financial']"
GOLD,Barrick Gold Corporation,"['GOLD', 'Barrick Gold']"
GOLF,Acushnet Holdings Corp.,"['GOLF', 'Acushnet Holdings']"
GOOS,Canada Goose Holdings Inc.,"['GOOS', 'Canada Goose Holdings']"
GPC,Genuine Parts Company,"['GPC', 'Genuine Parts']"
GPI,"Group 1 Automotive, Inc.","['GPI', '1 Automotive']"
GPK,Graphic Packaging Holding Company,"['GPK', 'Graphic Packaging Holding']"
GPMT,Granite Point Mortgage Trust Inc.,"['GPMT', 'Granite Point Mortgage Trust']"
GPN,Global Payments Inc.,"['GPN', 'Global Payments']"
GPOR,Gulfport Energy Corporation,"['GPOR', 'Gulfport Energy']"
GPRK,GeoPark Limited,"['GPRK', 'GeoPark']"
GPS,"The Gap, Inc.","['GPS', 'Gap']"
GRBK,"Green Brick Partners, Inc.","['GRBK', 'Green Brick Partners']"
GRC,The Gorman-Rupp Company,"['GRC', 'Gorman-Rupp']"
GRMN,Garmin Ltd.,"['GRMN', 'Garmin']"
GRNT,"Granite Ridge Resources, Inc.","['GRNT', 'Granite Ridge Resources']"
GS,"The Goldman Sachs Group, Inc.","['GS', 'Goldman Sachs']"
GSBD,"Goldman Sachs BDC, Inc.","['GSBD', 'Goldman Sachs BDC']"
GSK,GSK plc,"['GSK', 'GSK']"
GSL,"Global Ship Lease, Inc.","['GSL', 'Global Ship Lease']"
GTES,Gates Industrial Corporation plc,"['GTES', 'Gates Industrial']"
GTLS,"Chart Industries, Inc.","['GTLS', 'Chart Industries']"
GTN,"Gray Television, Inc.","['GTN', 'Gray Television']"
GTY,Getty Realty Corp.,"['GTY', 'Getty Realty']"
GVA,Granite Construction Incorporated,"['GVA', 'Granite Construction']"
GWH,"ESS Tech, Inc.","['GWH', 'ESS Tech']"
GWRE,"Guidewire Software, Inc.","['GWRE', 'Guidewire Software']"
GWW,"W.W. Grainger, Inc.","['GWW', 'WW Grainger']"
GXO,"GXO Logistics, Inc.","['GXO', 'GXO Logistics']"
H,Hyatt Hotels Corporation,"['H', 'Hyatt']"
HAE,Haemonetics Corporation,"['HAE', 'Haemonetics']"
HAL,Halliburton Company,"['HAL', 'Halliburton']"
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.","['HASI', 'Hannon Armstrong Sustainable Infrastructure Capital']"
HAYW,"Hayward Holdings, Inc.","['HAYW', 'Hayward Holdings']"
HBI,Hanesbrands Inc.,"['HBI', 'Hanesbrands']"
HBM,Hudbay Minerals Inc.,"['HBM', 'Hudbay Minerals']"
HCA,"HCA Healthcare, Inc.","['HCA', 'HCA Healthcare']"
HCC,"Warrior Met Coal, Inc.","['HCC', 'Warrior Met Coal']"
HCI,"HCI Group, Inc.","['HCI', 'HCI']"
HD,"The Home Depot, Inc.","['HD', 'Home Depot']"
HDB,HDFC Bank Limited,"['HDB', 'HDFC']"
HE,"Hawaiian Electric Industries, Inc.","['HE', 'Hawaiian Electric Industries']"
HEI,HEICO Corporation,"['HEI', 'HEICO']"
HES,Hess Corporation,"['HES', 'Hess']"
HESM,Hess Midstream LP,"['HESM', 'Hess Midstream']"
HGTY,"Hagerty, Inc.","['HGTY', 'Hagerty']"
HGV,Hilton Grand Vacations Inc.,"['HGV', 'Hilton Grand Vacations']"
HHH,Howard Hughes Holdings Inc.,"['HHH', 'Howard Hughes Holdings']"
HI,"Hillenbrand, Inc.","['HI', 'Hillenbrand']"
HIG,"The Hartford Financial Services Group, Inc.","['HIG', 'Hartford Financial']"
HII,"Huntington Ingalls Industries, Inc.","['HII', 'Huntington Ingalls Industries']"
HIMS,"Hims & Hers Health, Inc.","['HIMS', 'Hims & Hers Health']"
HIW,"Highwoods Properties, Inc.","['HIW', 'Highwoods Properties']"
HL,Hecla Mining Company,"['HL', 'Hecla Mining']"
HLF,Herbalife Ltd.,"['HLF', 'Herbalife']"
HLI,"Houlihan Lokey, Inc.","['HLI', 'Houlihan Lokey']"
HLIO,"Helios Technologies, Inc.","['HLIO', 'Helios Technologies']"
HLLY,Holley Inc.,"['HLLY', 'Holley']"
HLN,Haleon plc,"['HLN', 'Haleon']"
HLT,Hilton Worldwide Holdings Inc.,"['HLT', 'Hilton Worldwide Holdings']"
HLX,"Helix Energy Solutions Group, Inc.","['HLX', 'Helix Energy Solutions']"
HMC,"Honda Motor Co., Ltd.","['HMC', 'Honda Motor']"
HMN,Horace Mann Educators Corporation,"['HMN', 'Horace Mann Educators']"
HMY,Harmony Gold Mining Company Limited,"['HMY', 'Harmony Gold Mining']"
HNI,HNI Corporation,"['HNI', 'HNI']"
HOG,"Harley-Davidson, Inc.","['HOG', 'Harley-Davidson']"
HOMB,"Home Bancshares, Inc. (Conway, AR)","['HOMB', 'Home Bancshares (Conway AR)']"
HOUS,Anywhere Real Estate Inc.,"['HOUS', 'Anywhere Real Estate']"
HOV,"Hovnanian Enterprises, Inc.","['HOV', 'Hovnanian']"
HP,"Helmerich & Payne, Inc.","['HP', 'Helmerich & Payne']"
HPE,Hewlett Packard Enterprise Company,"['HPE', 'Hewlett Packard Enterprise']"
HPP,"Hudson Pacific Properties, Inc.","['HPP', 'Hudson Pacific Properties']"
HPQ,HP Inc.,"['HPQ', 'HP']"
HR,Healthcare Realty Trust Incorporated,"['HR', 'Healthcare Realty Trust']"
HRB,"H&R Block, Inc.","['HRB', 'H&R Block']"
HRI,Herc Holdings Inc.,"['HRI', 'Herc Holdings']"
HRL,Hormel Foods Corporation,"['HRL', 'Hormel Foods']"
HRT,HireRight Holdings Corporation,"['HRT', 'HireRight Holdings']"
HRTG,"Heritage Insurance Holdings, Inc.","['HRTG', 'Heritage Insurance Holdings']"
HSBC,HSBC Holdings plc,"['HSBC', 'HSBC Holdings']"
HSY,The Hershey Company,"['HSY', 'Hershey']"
HTGC,"Hercules Capital, Inc.","['HTGC', 'Hercules Capital']"
HTH,Hilltop Holdings Inc.,"['HTH', 'Hilltop Holdings']"
HUBB,Hubbell Incorporated,"['HUBB', 'Hubbell']"
HUBS,"HubSpot, Inc.","['HUBS', 'HubSpot']"
HUM,Humana Inc.,"['HUM', 'Humana']"
HUN,Huntsman Corporation,"['HUN', 'Huntsman']"
HUYA,HUYA Inc.,"['HUYA', 'HUYA']"
HVT,"Haverty Furniture Companies, Inc.","['HVT', 'Haverty Furniture Companies']"
HWM,Howmet Aerospace Inc.,"['HWM', 'Howmet Aerospace']"
HXL,Hexcel Corporation,"['HXL', 'Hexcel']"
HY,"Hyster-Yale Materials Handling, Inc.","['HY', 'Hyster-Yale Materials Handling']"
HYLN,Hyliion Holdings Corp.,"['HYLN', 'Hyliion Holdings']"
HZO,"MarineMax, Inc.","['HZO', 'MarineMax']"
IBM,International Business Machines Corporation,"['IBM', 'Business Machines']"
IBN,ICICI Bank Limited,"['IBN', 'ICICI']"
IBP,"Installed Building Products, Inc.","['IBP', 'Installed Building Products']"
ICE,"Intercontinental Exchange, Inc.","['ICE', 'Intercontinental Exchange']"
ICL,ICL Group Ltd,"['ICL', 'ICL']"
IDA,"IDACORP, Inc.","['IDA', 'IDACORP']"
IDT,IDT Corporation,"['IDT', 'IDT']"
IEX,IDEX Corporation,"['IEX', 'IDEX']"
IFF,International Flavors & Fragrances Inc.,"['IFF', 'Flavors & Fragrances']"
IGT,International Game Technology PLC,"['IGT', 'Game Technology']"
IHG,InterContinental Hotels Group PLC,"['IHG', 'InterContinental']"
IHS,IHS Holding Limited,"['IHS', 'IHS Holding']"
IIIN,"Insteel Industries, Inc.","['IIIN', 'Insteel Industries']"
IIPR,"Innovative Industrial Properties, Inc.","['IIPR', 'Innovative Industrial Properties']"
IMAX,IMAX Corporation,"['IMAX', 'IMAX']"
INFA,Informatica Inc.,"['INFA', 'Informatica']"
INFY,Infosys Limited,"['INFY', 'Infosys']"
ING,ING Groep N.V.,"['ING', 'ING Groep NV']"
INGR,Ingredion Incorporated,"['INGR', 'Ingredion']"
INN,"Summit Hotel Properties, Inc.","['INN', 'Summit Properties']"
INSP,"Inspire Medical Systems, Inc.","['INSP', 'Inspire Medical Systems']"
INSW,"International Seaways, Inc.","['INSW', 'Seaways']"
INVH,Invitation Homes Inc.,"['INVH', 'Invitation Homes']"
IONQ,"IonQ, Inc.","['IONQ', 'IonQ']"
IOT,Samsara Inc.,"['IOT', 'Samsara']"
IP,International Paper Company,"['IP', 'Paper']"
IPG,"The Interpublic Group of Companies, Inc.","['IPG', 'Interpublic of Companies']"
IPI,"Intrepid Potash, Inc.","['IPI', 'Intrepid Potash']"
IQV,IQVIA Holdings Inc.,"['IQV', 'IQVIA Holdings']"
IR,Ingersoll Rand Inc.,"['IR', 'Ingersoll Rand']"
IRM,Iron Mountain Incorporated,"['IRM', 'Iron Mountain']"
IRT,"Independence Realty Trust, Inc.","['IRT', 'Independence Realty Trust']"
IT,"Gartner, Inc.","['IT', 'Gartner']"
ITGR,Integer Holdings Corporation,"['ITGR', 'Integer Holdings']"
ITT,ITT Inc.,"['ITT', 'ITT']"
ITUB,Itaú Unibanco Holding S.A.,"['ITUB', 'Itaú Unibanco Holding']"
ITW,Illinois Tool Works Inc.,"['ITW', 'Illinois Tool Works']"
IVR,Invesco Mortgage Capital Inc.,"['IVR', 'Invesco Mortgage Capital']"
IVZ,Invesco Ltd.,"['IVZ', 'Invesco']"
IX,ORIX Corporation,"['IX', 'ORIX']"
J,Jacobs Solutions Inc.,"['J', 'Jacobs Solutions']"
JBGS,JBG SMITH Properties,"['JBGS', 'JBG SMITH Properties']"
JBI,"Janus International Group, Inc.","['JBI', 'Janus']"
JBL,Jabil Inc.,"['JBL', 'Jabil']"
JBT,John Bean Technologies Corporation,"['JBT', 'John Bean Technologies']"
JCI,Johnson Controls International plc,"['JCI', 'Johnson Controls']"
JEF,Jefferies Financial Group Inc.,"['JEF', 'Jefferies Financial']"
JELD,"JELD-WEN Holding, Inc.","['JELD', 'JELD-WEN Holding']"
JHG,Janus Henderson Group plc,"['JHG', 'Janus Henderson']"
JILL,"J.Jill, Inc.","['JILL', 'JJill']"
JKS,"JinkoSolar Holding Co., Ltd.","['JKS', 'JinkoSolar Holding']"
JLL,Jones Lang LaSalle Incorporated,"['JLL', 'Jones Lang LaSalle']"
JMIA,Jumia Technologies AG,"['JMIA', 'Jumia Technologies AG']"
