ticker,company,keywords
PSQH,"PSQ Holdings, Inc.","['PSQH', 'PSQ Holdings']"
PSTG,"Pure Storage, Inc.","['PSTG', 'Pure Storage']"
PSTL,"Postal Realty Trust, Inc.","['PSTL', 'Postal Realty Trust']"
PSX,Phillips 66,"['PSX', 'Phillips 66']"
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund,"['PTA', 'Cohen & Steers Tax-Advantaged Preferred Securities Income Fund']"
PTY,PIMCO Corporate & Income Opportunity Fund,"['PTY', 'PIMCO Corporate & Income Opportunity Fund']"
PUK,Prudential plc,"['PUK', 'Prudential']"
PUMP,ProPetro Holding Corp.,"['PUMP', 'ProPetro Holding']"
PVH,PVH Corp.,"['PVH', 'PVH']"
PVL,Permianville Royalty Trust,"['PVL', 'Permianville Royalty Trust']"
PWR,"Quanta Services, Inc.","['PWR', 'Quanta']"
PWSC,"PowerSchool Holdings, Inc.","['PWSC', 'PowerSchool Holdings']"
PX,"P10, Inc.","['PX', 'P10']"
PXD,Pioneer Natural Resources Company,"['PXD', 'Pioneer Natural Resources']"
PYN,PIMCO New York Municipal Income Fund III,"['PYN', 'PIMCO New York Municipal Income Fund III']"
PYT,PPLUS Trust Series GSC-2 GSC 2 CT FL RT,"['PYT', 'PPLUS Trust Series GSC-2 GSC 2 CT FL RT']"
PZC,PIMCO California Municipal Income Fund III,"['PZC', 'PIMCO California Municipal Income Fund III']"
QBTS,D-Wave Quantum Inc.,"['QBTS', 'D-Wave Quantum']"
QD,Qudian Inc.,"['QD', 'Qudian']"
QGEN,Qiagen N.V.,"['QGEN', 'Qiagen NV']"
QS,QuantumScape Corporation,"['QS', 'QuantumScape']"
QSR,Restaurant Brands International Inc.,"['QSR', 'Brands']"
QTWO,"Q2 Holdings, Inc.","['QTWO', 'Q2 Holdings']"
QUAD,"Quad/Graphics, Inc.","['QUAD', 'Quad/Graphics']"
QVCC,,"['QVCC', '']"
QVCD,,"['QVCD', '']"
R,"Ryder System, Inc.","['R', 'Ryder System']"
RA,Brookfield Real Assets Income Fund Inc.,"['RA', 'Brookfield Real Assets Income Fund']"
RACE,Ferrari N.V.,"['RACE', 'Ferrari NV']"
RAMP,"LiveRamp Holdings, Inc.","['RAMP', 'LiveRamp Holdings']"
RBA,"RB Global, Inc.","['RBA', 'RB Global']"
RBC,RBC Bearings Incorporated,"['RBC', 'RBC Bearings']"
RBCP,RBC Bearings Incorporated,"['RBCP', 'RBC Bearings']"
RBLX,Roblox Corporation,"['RBLX', 'Roblox']"
RBOT,Vicarious Surgical Inc.,"['RBOT', 'Vicarious Surgical']"
RBT,"Rubicon Technologies, Inc.","['RBT', 'Rubicon Technologies']"
RC,Ready Capital Corporation,"['RC', 'Ready Capital']"
RCB,Ready Capital Corporation,"['RCB', 'Ready Capital']"
RCC,,"['RCC', '']"
RCFA,RCF Acquisition Corp.,"['RCFA', 'RCF Acquisition']"
RCI,Rogers Communications Inc.,"['RCI', 'Rogers Communications']"
RCL,Royal Caribbean Cruises Ltd.,"['RCL', 'Royal Caribbean Cruises']"
RCS,"PIMCO Strategic Income Fund, Inc.","['RCS', 'PIMCO Strategic Income Fund']"
RCUS,"Arcus Biosciences, Inc.","['RCUS', 'Arcus Biosciences']"
RDN,Radian Group Inc.,"['RDN', 'Radian']"
RDW,Redwire Corporation,"['RDW', 'Redwire']"
RDY,Dr. Reddy's Laboratories Limited,"['RDY', ""Dr Reddy's Laboratories""]"
RELX,RELX PLC,"['RELX', 'RELX']"
RERE,ATRenew Inc.,"['RERE', 'ATRenew']"
RES,"RPC, Inc.","['RES', 'RPC']"
REVG,"REV Group, Inc.","['REVG', 'REV']"
REX,REX American Resources Corporation,"['REX', 'REX American Resources']"
REXR,"Rexford Industrial Realty, Inc.","['REXR', 'Rexford Industrial Realty']"
REZI,"Resideo Technologies, Inc.","['REZI', 'Resideo Technologies']"
RF,Regions Financial Corporation,"['RF', 'Regions Financial']"
RFI,"Cohen & Steers Total Return Realty Fund, Inc.","['RFI', 'Cohen & Steers Total Return Realty Fund']"
RFL,"Rafael Holdings, Inc.","['RFL', 'Rafael Holdings']"
RFM,"RiverNorth Flexible Municipal Income Fund, Inc.","['RFM', 'RiverNorth Flexible Municipal Income Fund']"
RFMZ,"RiverNorth Flexible Municipal Income Fund II, Inc.","['RFMZ', 'RiverNorth Flexible Municipal Income Fund II']"
RGA,"Reinsurance Group of America, Incorporated","['RGA', 'Reinsurance of America']"
RGR,"Sturm, Ruger & Company, Inc.","['RGR', 'Sturm Ruger &']"
RGS,Regis Corporation,"['RGS', 'Regis']"
RGT,"Royce Global Value Trust, Inc.","['RGT', 'Royce Global Value Trust']"
RH,RH,"['RH', 'RH']"
RHI,Robert Half Inc.,"['RHI', 'Robert Half']"
RHP,"Ryman Hospitality Properties, Inc.","['RHP', 'Ryman Hospitality Properties']"
RIG,Transocean Ltd.,"['RIG', 'Transocean']"
RIO,Rio Tinto Group,"['RIO', 'Rio Tinto']"
RITM,Rithm Capital Corp.,"['RITM', 'Rithm Capital']"
RIV,"RiverNorth Opportunities Fund, Inc.","['RIV', 'RiverNorth Opportunities Fund']"
RJF,"Raymond James Financial, Inc.","['RJF', 'Raymond James Financial']"
RKT,"Rocket Companies, Inc.","['RKT', 'Rocket Companies']"
RL,Ralph Lauren Corporation,"['RL', 'Ralph Lauren']"
RLI,RLI Corp.,"['RLI', 'RLI']"
RLJ,RLJ Lodging Trust,"['RLJ', 'RLJ Lodging Trust']"
RLTY,Cohen & Steers Real Estate Opportunities & Income Fund,"['RLTY', 'Cohen & Steers Real Estate Opportunities & Income Fund']"
RLX,RLX Technology Inc.,"['RLX', 'RLX Technology']"
RM,Regional Management Corp.,"['RM', 'Regional Management']"
RMAX,"RE/MAX Holdings, Inc.","['RMAX', 'RE/MAX Holdings']"
RMD,ResMed Inc.,"['RMD', 'ResMed']"
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.","['RMI', 'RiverNorth Opportunistic Municipal Income Fund']"
RMM,Rivernorth Managed Duration Municipal Income Fund Inc.,"['RMM', 'Rivernorth Managed Duration Municipal Income Fund']"
RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc.","['RMMZ', 'RiverNorth Managed Duration Municipal Income Fund II']"
RMT,"Royce Micro-Cap Trust, Inc.","['RMT', 'Royce Micro-Cap Trust']"
RNG,"RingCentral, Inc.","['RNG', 'RingCentral']"
RNGR,"Ranger Energy Services, Inc.","['RNGR', 'Ranger Energy']"
RNP,"Cohen & Steers REIT and Preferred Income Fund, Inc.","['RNP', 'Cohen & Steers REIT Preferred Income Fund']"
RNR,RenaissanceRe Holdings Ltd.,"['RNR', 'RenaissanceRe Holdings']"
RNST,Renasant Corporation,"['RNST', 'Renasant']"
ROG,Rogers Corporation,"['ROG', 'Rogers']"
ROK,"Rockwell Automation, Inc.","['ROK', 'Rockwell Automation']"
ROL,"Rollins, Inc.","['ROL', 'Rollins']"
ROSS,Ross Acquisition Corp II,"['ROSS', 'Ross Acquisition II']"
RPM,RPM International Inc.,"['RPM', 'RPM']"
RPT,RPT Realty,"['RPT', 'RPT Realty']"
RQI,"Cohen & Steers Quality Income Realty Fund, Inc.","['RQI', 'Cohen & Steers Quality Income Realty Fund']"
RRAC,Rigel Resource Acquisition Corp.,"['RRAC', 'Rigel Resource Acquisition']"
RRC,Range Resources Corporation,"['RRC', 'Range Resources']"
RRX,Regal Rexnord Corporation,"['RRX', 'Regal Rexnord']"
RS,Reliance Steel & Aluminum Co.,"['RS', 'Reliance Steel & Aluminum']"
RSF,"RiverNorth Capital and Income Fund, Inc.","['RSF', 'RiverNorth Capital Income Fund']"
RSG,"Republic Services, Inc.","['RSG', 'Republic']"
RSI,"Rush Street Interactive, Inc.","['RSI', 'Rush Street Interactive']"
RSKD,Riskified Ltd.,"['RSKD', 'Riskified']"
RTO,Rentokil Initial plc,"['RTO', 'Rentokil Initial']"
RTX,RTX Corporation,"['RTX', 'RTX']"
RVLV,"Revolve Group, Inc.","['RVLV', 'Revolve']"
RVT,Royce Value Trust Inc.,"['RVT', 'Royce Value Trust']"
RVTY,"Revvity, Inc.","['RVTY', 'Revvity']"
RWT,"Redwood Trust, Inc.","['RWT', 'Redwood Trust']"
RXO,"RXO, Inc.","['RXO', 'RXO']"
RY,Royal Bank of Canada,"['RY', 'Royal of Canada']"
RYAM,Rayonier Advanced Materials Inc.,"['RYAM', 'Rayonier Advanced Materials']"
RYAN,"Ryan Specialty Holdings, Inc.","['RYAN', 'Ryan Specialty Holdings']"
RYI,Ryerson Holding Corporation,"['RYI', 'Ryerson Holding']"
RYN,Rayonier Inc.,"['RYN', 'Rayonier']"
RZB,"Reinsurance Group of America, Incorporated","['RZB', 'Reinsurance of America']"
RZC,7.125% Fixed-Rate Reset Subordinated Debentures due 2052,"['RZC', '7125% Fixed-Rate Reset Subordinated Debentures due 2052']"
S,"SentinelOne, Inc.","['S', 'SentinelOne']"
SA,Seabridge Gold Inc.,"['SA', 'Seabridge Gold']"
SAFE,Safehold Inc.,"['SAFE', 'Safehold']"
SAH,"Sonic Automotive, Inc.","['SAH', 'Sonic Automotive']"
SAIC,Science Applications International Corporation,"['SAIC', 'Science Applications']"
SAJ,,"['SAJ', '']"
SAM,"The Boston Beer Company, Inc.","['SAM', 'Boston Beer']"
SAN,"Banco Santander, S.A.","['SAN', 'Banco Santander']"
SAP,SAP SE,"['SAP', 'SAP SE']"
SAR,Saratoga Investment Corp.,"['SAR', 'Saratoga Investment']"
SAT,,"['SAT', '']"
SAVE,"Spirit Airlines, Inc.","['SAVE', 'Spirit Airlines']"
SAY,,"['SAY', '']"
SAZ,,"['SAZ', '']"
SB,"Safe Bulkers, Inc.","['SB', 'Safe Bulkers']"
SBBA,,"['SBBA', '']"
SBH,"Sally Beauty Holdings, Inc.","['SBH', 'Sally Beauty Holdings']"
SBI,Western Asset Intermediate Muni Fund Inc.,"['SBI', 'Western Asset Intermediate Muni Fund']"
SBOW,"SilverBow Resources, Inc.","['SBOW', 'SilverBow Resources']"
SBR,Sabine Royalty Trust,"['SBR', 'Sabine Royalty Trust']"
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,"['SBS', 'Companhia de Saneamento Básico do Estado de São Paulo - SABESP']"
SBSW,Sibanye Stillwater Limited,"['SBSW', 'Sibanye Stillwater']"
SBXC,SilverBox Corp III,"['SBXC', 'SilverBox III']"
SCCO,Southern Copper Corporation,"['SCCO', 'Southern Copper']"
SCD,LMP Capital and Income Fund Inc.,"['SCD', 'LMP Capital Income Fund']"
SCHW,The Charles Schwab Corporation,"['SCHW', 'Charles Schwab']"
SCI,Service Corporation International,"['SCI', '']"
SCL,Stepan Company,"['SCL', 'Stepan']"
SCM,Stellus Capital Investment Corporation,"['SCM', 'Stellus Capital Investment']"
SCS,Steelcase Inc.,"['SCS', 'Steelcase']"
SCX,The L.S. Starrett Company,"['SCX', 'LS Starrett']"
SD,"SandRidge Energy, Inc.","['SD', 'SandRidge Energy']"
SDHY,PGIM Short Duration High Yield Opportunities Fund,"['SDHY', 'PGIM Short Duration High Yield Opportunities Fund']"
SDRL,Seadrill Limited,"['SDRL', 'Seadrill']"
SE,Sea Limited,"['SE', 'Sea']"
SEAS,"SeaWorld Entertainment, Inc.","['SEAS', 'SeaWorld Entertainment']"
SEDA,SDCL EDGE Acquisition Corporation,"['SEDA', 'SDCL EDGE Acquisition']"
SEE,Sealed Air Corporation,"['SEE', 'Sealed Air']"
SEM,Select Medical Holdings Corporation,"['SEM', 'Select Medical Holdings']"
SEMR,"Semrush Holdings, Inc.","['SEMR', 'Semrush Holdings']"
SES,SES AI Corporation,"['SES', 'SES AI']"
SF,Stifel Financial Corp.,"['SF', 'Stifel Financial']"
SFB,,"['SFB', '']"
SFBS,"ServisFirst Bancshares, Inc.","['SFBS', 'ServisFirst Bancshares']"
SFL,SFL Corporation Ltd.,"['SFL', 'SFL']"
SG,"Sweetgreen, Inc.","['SG', 'Sweetgreen']"
SGHC,Super Group (SGHC) Limited,"['SGHC', 'Super (SGHC)']"
SGU,"Star Group, L.P.","['SGU', 'Star']"
SHAK,Shake Shack Inc.,"['SHAK', 'Shake Shack']"
SHAP,Spree Acquisition Corp. 1 Limited,"['SHAP', 'Spree Acquisition 1']"
SHCO,Soho House & Co Inc.,"['SHCO', 'Soho House &']"
SHEL,Shell plc,"['SHEL', 'Shell']"
SHG,"Shinhan Financial Group Co., Ltd.","['SHG', 'Shinhan Financial']"
SHO,"Sunstone Hotel Investors, Inc.","['SHO', 'Sunstone Investors']"
SHOP,Shopify Inc.,"['SHOP', 'Shopify']"
SHW,The Sherwin-Williams Company,"['SHW', 'Sherwin-Williams']"
SID,Companhia Siderúrgica Nacional,"['SID', 'Companhia Siderúrgica Nacional']"
SIG,Signet Jewelers Limited,"['SIG', 'Signet Jewelers']"
SII,Sprott Inc.,"['SII', 'Sprott']"
SITC,SITE Centers Corp.,"['SITC', 'SITE Centers']"
SITE,"SiteOne Landscape Supply, Inc.","['SITE', 'SiteOne Landscape Supply']"
SIX,Six Flags Entertainment Corporation,"['SIX', 'Six Flags Entertainment']"
SJM,The J. M. Smucker Company,"['SJM', 'J M Smucker']"
SJT,San Juan Basin Royalty Trust,"['SJT', 'San Juan Basin Royalty Trust']"
SJW,SJW Group,"['SJW', 'SJW']"
SKE,Skeena Resources Limited,"['SKE', 'Skeena Resources']"
SKIL,Skillsoft Corp.,"['SKIL', 'Skillsoft']"
SKLZ,Skillz Inc.,"['SKLZ', 'Skillz']"
SKM,"SK Telecom Co., Ltd.","['SKM', 'SK Telecom']"
SKT,Tanger Inc.,"['SKT', 'Tanger']"
SKX,"Skechers U.S.A., Inc.","['SKX', 'Skechers USA']"
SKY,Skyline Champion Corporation,"['SKY', 'Skyline Champion']"
SLB,Schlumberger Limited,"['SLB', 'Schlumberger']"
SLCA,"U.S. Silica Holdings, Inc.","['SLCA', 'US Silica Holdings']"
SLF,Sun Life Financial Inc.,"['SLF', 'Sun Life Financial']"
SLG,SL Green Realty Corp.,"['SLG', 'SL Green Realty']"
SLGN,Silgan Holdings Inc.,"['SLGN', 'Silgan Holdings']"
SLQT,"SelectQuote, Inc.","['SLQT', 'SelectQuote']"
SLVM,Sylvamo Corporation,"['SLVM', 'Sylvamo']"
SM,SM Energy Company,"['SM', 'SM Energy']"
SMAR,Smartsheet Inc.,"['SMAR', 'Smartsheet']"
SMBK,"SmartFinancial, Inc.","['SMBK', 'SmartFinancial']"
SMFG,"Sumitomo Mitsui Financial Group, Inc.","['SMFG', 'Sumitomo Mitsui Financial']"
SMG,The Scotts Miracle-Gro Company,"['SMG', 'Scotts Miracle-Gro']"
SMHI,SEACOR Marine Holdings Inc.,"['SMHI', 'SEACOR Marine Holdings']"
SMLP,"Summit Midstream Partners, LP","['SMLP', 'Summit Midstream Partners']"
SMP,"Standard Motor Products, Inc.","['SMP', 'Standard Motor Products']"
SMR,NuScale Power Corporation,"['SMR', 'NuScale Power']"
SMRT,"SmartRent, Inc.","['SMRT', 'SmartRent']"
SMWB,Similarweb Ltd.,"['SMWB', 'Similarweb']"
SN,"SharkNinja, Inc.","['SN', 'SharkNinja']"
SNA,Snap-on Incorporated,"['SNA', 'Snap-on']"
SNAP,Snap Inc.,"['SNAP', 'Snap']"
SNDA,"Sonida Senior Living, Inc.","['SNDA', 'Sonida Senior Living']"
SNDR,"Schneider National, Inc.","['SNDR', 'Schneider National']"
SNN,Smith & Nephew plc,"['SNN', 'Smith & Nephew']"
SNOW,Snowflake Inc.,"['SNOW', 'Snowflake']"
SNV,Synovus Financial Corp.,"['SNV', 'Synovus Financial']"
SNX,TD SYNNEX Corporation,"['SNX', 'TD SYNNEX']"
SO,The Southern Company,"['SO', 'Southern']"
SOI,"Solaris Oilfield Infrastructure, Inc.","['SOI', 'Solaris Oilfield Infrastructure']"
SOJC,The Southern Company JR 2017B NT 77,"['SOJC', 'Southern JR 2017B NT 77']"
SOJD,,"['SOJD', '']"
SOJE,,"['SOJE', '']"
SOL,Emeren Group Ltd,"['SOL', 'Emeren']"
SON,Sonoco Products Company,"['SON', 'Sonoco Products']"
SONY,Sony Group Corporation,"['SONY', 'Sony']"
SOR,"Source Capital, Inc.","['SOR', 'Source Capital']"
SOS,SOS Limited,"['SOS', 'SOS']"
SPB,"Spectrum Brands Holdings, Inc.","['SPB', 'Spectrum Brands Holdings']"
SPCE,"Virgin Galactic Holdings, Inc.","['SPCE', 'Virgin Galactic Holdings']"
SPE,"Special Opportunities Fund, Inc.","['SPE', 'Special Opportunities Fund']"
SPG,"Simon Property Group, Inc.","['SPG', 'Simon Property']"
SPGI,S&P Global Inc.,"['SPGI', 'S&P Global']"
SPH,"Suburban Propane Partners, L.P.","['SPH', 'Suburban Propane Partners']"
SPHR,Sphere Entertainment Co.,"['SPHR', 'Sphere Entertainment']"
SPIR,"Spire Global, Inc.","['SPIR', 'Spire Global']"
SPLP,Steel Partners Holdings L.P.,"['SPLP', 'Steel Partners Holdings']"
SPNT,SiriusPoint Ltd.,"['SPNT', 'SiriusPoint']"
SPOT,Spotify Technology S.A.,"['SPOT', 'Spotify Technology']"
SPR,"Spirit AeroSystems Holdings, Inc.","['SPR', 'Spirit AeroSystems Holdings']"
SPRU,Spruce Power Holding Corporation,"['SPRU', 'Spruce Power Holding']"
SPXC,"SPX Technologies, Inc.","['SPXC', 'SPX Technologies']"
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,"['SPXX', 'Nuveen S&P 500 Dynamic Overwrite Fund']"
SQ,"Block, Inc.","['SQ', 'Block']"
SQM,Sociedad Química y Minera de Chile S.A.,"['SQM', 'Sociedad Química y Minera de Chile']"
SQNS,Sequans Communications S.A.,"['SQNS', 'Sequans Communications']"
SQSP,"Squarespace, Inc.","['SQSP', 'Squarespace']"
SR,Spire Inc.,"['SR', 'Spire']"
SRC,"Spirit Realty Capital, Inc.","['SRC', 'Spirit Realty Capital']"
SRE,Sempra,"['SRE', 'Sempra']"
SREA,,"['SREA', '']"
SRFM,Surf Air Mobility Inc.,"['SRFM', 'Surf Air Mobility']"
SRG,Seritage Growth Properties,"['SRG', 'Seritage Growth Properties']"
SRI,"Stoneridge, Inc.","['SRI', 'Stoneridge']"
SRL,Scully Royalty Ltd.,"['SRL', 'Scully Royalty']"
SRT,"Startek, Inc.","['SRT', 'Startek']"
SRV,NXG Cushing Midstream Energy Fund,"['SRV', 'NXG Cushing Midstream Energy Fund']"
SSD,"Simpson Manufacturing Co., Inc.","['SSD', 'Simpson']"
SSL,Sasol Limited,"['SSL', 'Sasol']"
SST,"System1, Inc.","['SST', 'System1']"
SSTK,"Shutterstock, Inc.","['SSTK', 'Shutterstock']"
ST,Sensata Technologies Holding plc,"['ST', 'Sensata Technologies Holding']"
STAG,"STAG Industrial, Inc.","['STAG', 'STAG Industrial']"
STC,Stewart Information Services Corporation,"['STC', 'Stewart Information']"
STE,STERIS plc,"['STE', 'STERIS']"
STEL,"Stellar Bancorp, Inc.","['STEL', 'Stellar Bancorp']"
STEM,"Stem, Inc.","['STEM', 'Stem']"
STEW,"SRH Total Return Fund, Inc.","['STEW', 'SRH Total Return Fund']"
STG,Sunlands Technology Group,"['STG', 'Sunlands Technology']"
STK,Columbia Seligman Premium Technology Growth Fund,"['STK', 'Columbia Seligman Premium Technology Growth Fund']"
STLA,Stellantis N.V.,"['STLA', 'Stellantis NV']"
STM,STMicroelectronics N.V.,"['STM', 'STMicroelectronics NV']"
STN,Stantec Inc.,"['STN', 'Stantec']"
STNG,Scorpio Tankers Inc.,"['STNG', 'Scorpio Tankers']"
STR,Sitio Royalties Corp.,"['STR', 'Sitio Royalties']"
STT,State Street Corporation,"['STT', 'State Street']"
STVN,Stevanato Group S.p.A.,"['STVN', 'Stevanato SpA']"
STWD,"Starwood Property Trust, Inc.","['STWD', 'Starwood Property Trust']"
STZ,"Constellation Brands, Inc.","['STZ', 'Constellation Brands']"
SU,Suncor Energy Inc.,"['SU', 'Suncor Energy']"
SUI,"Sun Communities, Inc.","['SUI', 'Sun Communities']"
SUM,"Summit Materials, Inc.","['SUM', 'Summit Materials']"
SUN,Sunoco LP,"['SUN', 'Sunoco']"
SUP,"Superior Industries International, Inc.","['SUP', 'Superior Industries']"
SUPV,Grupo Supervielle S.A.,"['SUPV', 'Grupo Supervielle']"
SUZ,Suzano S.A.,"['SUZ', 'Suzano']"
SVV,"Savers Value Village, Inc.","['SVV', 'Savers Value Village']"
SWI,SolarWinds Corporation,"['SWI', 'SolarWinds']"
SWK,"Stanley Black & Decker, Inc.","['SWK', 'Stanley Black & Decker']"
SWN,Southwestern Energy Company,"['SWN', 'Southwestern Energy']"
SWX,"Southwest Gas Holdings, Inc.","['SWX', 'Southwest Gas Holdings']"
SWZ,The Swiss Helvetia Fund Inc.,"['SWZ', 'Swiss Helvetia Fund']"
SXC,"SunCoke Energy, Inc.","['SXC', 'SunCoke Energy']"
SXI,Standex International Corporation,"['SXI', 'Standex']"
SXT,Sensient Technologies Corporation,"['SXT', 'Sensient Technologies']"
SYF,Synchrony Financial,"['SYF', 'Synchrony Financial']"
SYK,Stryker Corporation,"['SYK', 'Stryker']"
SYY,Sysco Corporation,"['SYY', 'Sysco']"
T,AT&T Inc.,"['T', 'AT&T']"
TAC,TransAlta Corporation,"['TAC', 'TransAlta']"
TAK,Takeda Pharmaceutical Company Limited,"['TAK', 'Takeda Pharmaceutical']"
TAL,TAL Education Group,"['TAL', 'TAL Education']"
TALO,Talos Energy Inc.,"['TALO', 'Talos Energy']"
TAP,Molson Coors Beverage Company,"['TAP', 'Molson Coors Beverage']"
TARO,Taro Pharmaceutical Industries Ltd.,"['TARO', 'Taro Pharmaceutical Industries']"
TBB,AT&amp;T Inc. 5.35% GLB NTS 66,"['TBB', 'AT&amp;T 535% GLB NTS 66']"
TBC,,"['TBC', '']"
TBI,"TrueBlue, Inc.","['TBI', 'TrueBlue']"
TCI,"Transcontinental Realty Investors, Inc.","['TCI', 'Transcontinental Realty Investors']"
TCN,Tricon Residential Inc.,"['TCN', 'Tricon Residential']"
TCOA,Zalatoris Acquisition Corp.,"['TCOA', 'Zalatoris Acquisition']"
TCS,"The Container Store Group, Inc.","['TCS', 'Container']"
TD,The Toronto-Dominion Bank,"['TD', 'Toronto-Dominion']"
TDC,Teradata Corporation,"['TDC', 'Teradata']"
TDCX,TDCX Inc.,"['TDCX', 'TDCX']"
TDF,"Templeton Dragon Fund, Inc.","['TDF', 'Templeton Dragon Fund']"
TDG,TransDigm Group Incorporated,"['TDG', 'TransDigm']"
TDOC,"Teladoc Health, Inc.","['TDOC', 'Teladoc Health']"
TDS,"Telephone and Data Systems, Inc.","['TDS', 'Telephone Data Systems']"
TDW,Tidewater Inc.,"['TDW', 'Tidewater']"
TDY,Teledyne Technologies Incorporated,"['TDY', 'Teledyne Technologies']"
TEAF,Ecofin Sustainable and Social Impact Term Fund,"['TEAF', 'Ecofin Sustainable Social Impact Term Fund']"
TECK,Teck Resources Limited,"['TECK', 'Teck Resources']"
TEF,"Telefónica, S.A.","['TEF', 'Telefónica']"
TEI,Templeton Emerging Markets Income Fund,"['TEI', 'Templeton Emerging Markets Income Fund']"
TEL,TE Connectivity Ltd.,"['TEL', 'TE Connectivity']"
TEO,Telecom Argentina S.A.,"['TEO', 'Telecom Argentina']"
TEVA,Teva Pharmaceutical Industries Limited,"['TEVA', 'Teva Pharmaceutical Industries']"
TEX,Terex Corporation,"['TEX', 'Terex']"
TFC,Truist Financial Corporation,"['TFC', 'Truist Financial']"
TFII,TFI International Inc.,"['TFII', 'TFI']"
TFPM,Triple Flag Precious Metals Corp.,"['TFPM', 'Triple Flag Precious Metals']"
TFSA,,"['TFSA', '']"
TFX,Teleflex Incorporated,"['TFX', 'Teleflex']"
TG,Tredegar Corporation,"['TG', 'Tredegar']"
TGH,Textainer Group Holdings Limited,"['TGH', 'Textainer Holdings']"
TGI,"Triumph Group, Inc.","['TGI', 'Triumph']"
TGLS,Tecnoglass Inc.,"['TGLS', 'Tecnoglass']"
TGNA,TEGNA Inc.,"['TGNA', 'TEGNA']"
TGS,Transportadora de Gas del Sur S.A.,"['TGS', 'Transportadora de Gas del Sur']"
TGT,Target Corporation,"['TGT', 'Target']"
THC,Tenet Healthcare Corporation,"['THC', 'Tenet Healthcare']"
THG,"The Hanover Insurance Group, Inc.","['THG', 'Hanover Insurance']"
THO,"THOR Industries, Inc.","['THO', 'THOR Industries']"
THQ,Abrdn Healthcare Opportunities Fund,"['THQ', 'Abrdn Healthcare Opportunities Fund']"
THR,"Thermon Group Holdings, Inc.","['THR', 'Thermon Holdings']"
THS,"TreeHouse Foods, Inc.","['THS', 'TreeHouse Foods']"
THW,Abrdn World Healthcare Fund,"['THW', 'Abrdn World Healthcare Fund']"
TIMB,TIM S.A.,"['TIMB', 'TIM']"
TISI,"Team, Inc.","['TISI', 'Team']"
TIXT,TELUS International (Cda) Inc.,"['TIXT', 'TELUS (Cda)']"
TJX,"The TJX Companies, Inc.","['TJX', 'TJX Companies']"
TK,Teekay Corporation,"['TK', 'Teekay']"
TKC,Turkcell Iletisim Hizmetleri A.S.,"['TKC', 'Turkcell Iletisim Hizmetleri AS']"
TKO,"TKO Group Holdings, Inc.","['TKO', 'TKO Holdings']"
TKR,The Timken Company,"['TKR', 'Timken']"
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,"['TLK', 'Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk']"
TLYS,"Tilly's, Inc.","['TLYS', ""Tilly's""]"
TM,Toyota Motor Corporation,"['TM', 'Toyota Motor']"
TME,Tencent Music Entertainment Group,"['TME', 'Tencent Music Entertainment']"
TMHC,Taylor Morrison Home Corporation,"['TMHC', 'Taylor Morrison Home']"
TMO,Thermo Fisher Scientific Inc.,"['TMO', 'Thermo Fisher Scientific']"
TMST,TimkenSteel Corporation,"['TMST', 'TimkenSteel']"
TNC,Tennant Company,"['TNC', 'Tennant']"
TNET,"TriNet Group, Inc.","['TNET', 'TriNet']"
TNK,Teekay Tankers Ltd.,"['TNK', 'Teekay Tankers']"
TNL,Travel + Leisure Co.,"['TNL', '+ Leisure']"
TNP,Tsakos Energy Navigation Limited,"['TNP', 'Tsakos Energy Navigation']"
TOL,"Toll Brothers, Inc.","['TOL', 'Toll Brothers']"
TOST,"Toast, Inc.","['TOST', 'Toast']"
TPB,"Turning Point Brands, Inc.","['TPB', 'Turning Point Brands']"
TPC,Tutor Perini Corporation,"['TPC', 'Tutor Perini']"
TPH,"Tri Pointe Homes, Inc.","['TPH', 'Tri Pointe Homes']"
TPL,Texas Pacific Land Corporation,"['TPL', 'Texas Pacific Land']"
TPR,"Tapestry, Inc.","['TPR', 'Tapestry']"
TPTA,,"['TPTA', '']"
TPVG,TriplePoint Venture Growth BDC Corp.,"['TPVG', 'TriplePoint Venture Growth BDC']"
TPX,"Tempur Sealy International, Inc.","['TPX', 'Tempur Sealy']"
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc.","['TPZ', 'Tortoise Power Energy Infrastructure Fund']"
TR,"Tootsie Roll Industries, Inc.","['TR', 'Tootsie Roll Industries']"
TRAK,"ReposiTrak, Inc.","['TRAK', 'ReposiTrak']"
TRC,Tejon Ranch Co.,"['TRC', 'Tejon Ranch']"
TREX,"Trex Company, Inc.","['TREX', 'Trex']"
TRGP,Targa Resources Corp.,"['TRGP', 'Targa Resources']"
TRI,Thomson Reuters Corporation,"['TRI', 'Thomson Reuters']"
TRIS,Tristar Acquisition I Corp.,"['TRIS', 'Tristar Acquisition I']"
TRN,"Trinity Industries, Inc.","['TRN', 'Trinity Industries']"
TRNO,Terreno Realty Corporation,"['TRNO', 'Terreno Realty']"
